uri	artists	track_title	release_date	release_date_precision	genre	record_label
spotify:track:5LGX8wgoKgBd9acc1sRHgx	David Guetta	Love Don't Let Me Go (Main Mix)	2002	year	Mainstage	Hell Beach
spotify:track:0mIAWTIXUP9Os5RBXKclO6	David Guetta	Love Don't Let Me Go	2002-05-20	day	Mainstage	Hell Beach
spotify:track:6nGtbklEfeXapvjTbV8kzn	David Guetta, Jack Back, Fancy Inc, Roland Clark	Alive (with Roland Clark)	2021-11-12	day	Tech House	Sink or Swim
spotify:track:0mPN7cxpnl2tpm0yVDYHl9	David Hohme	Soft Landing	2018-04-27	day	Deep House	Toolroom Longplayer
spotify:track:4LD3u4M37T4r7RmZ7hdMEa	David Penn	Yeah Yeah	2017-07-11	day	House	Urbana Recordings
spotify:track:2wZrjfH6TjAT8KNtArEaq0	David Penn, Roland Clark	The Power (Extended Mix)	2020-01-31	day	House	Defected
spotify:track:07jIZuWqwxL48jg23lfHjb	David Penn, Sheylah Cuffy, Micky More & Andy Tee	Scream 4 Love (Micky More & Andy Tee Club Edit)	2021-08-02	day	House	Groove Culture
spotify:track:5TIVajxZ6ehhD8dgs81XRp	David Tort, Kurt Caesar, Diva Vocal	That Night	2021-07-02	day	Melodic House & Techno	DOORN RECORDS
spotify:track:3s3zFrSQRu31mdN2Rnk69z	David Zowie, NERO	House Every Weekend (Nero Remix)	2015-09-25	day	Dance / Electro Pop	Positiva
spotify:track:1ROBixGgXrYlcCcrBfxAoy	deadmau5	4ware	2016-12-02	day	Progressive House	mau5trap
spotify:track:1IxhOlBQbSS3xie7LYQs4q	deadmau5	A City In Florida	2010-01-01	day	Dance / Electro Pop	Virgin Records
spotify:track:5S99P05f7q4d3aNp6ScH6H	deadmau5	Acedia	2014-01-01	day	Dance / Electro Pop	Virgin Records Ltd
spotify:track:6QIAa4r88DstSm7HFoZCn5	deadmau5	Alone with You	2009-09-02	day	Progressive House	mau5trap
spotify:track:5cr1Daz7Kv03CNb51I18sy	deadmau5	Arguru 2k19	2021-02-12	day	Progressive House	Songbird
spotify:track:1Hljs4KOwbKrX1ZAK1PV3U	deadmau5	ASEED	2019-12-13	day	Electronica	mau5trap
spotify:track:3xUIgEKYLVZNAvT9umSijn	deadmau5	Aural Psynapse	2014-11-24	day	Dance / Electro Pop	Virgin Records Ltd
spotify:track:0yrKF6Fj0dxkltqmBMvcQU	deadmau5	Avaritia	2014-01-01	day	Dance / Electro Pop	Virgin Records Ltd
spotify:track:404XVYvPeOS4KiQRUervnH	deadmau5	Brazil (2nd Edit)	2009-09-02	day	Progressive House	mau5trap
spotify:track:0NHfrrB1i1BE19q3X6ayB9	deadmau5	camilla	2019-01-25	day	Electronica	mau5trap
spotify:track:3Y5ixjN9T004oqFISs4okQ	deadmau5	Cat Thruster	2016-12-02	day	Progressive House	mau5trap
spotify:track:2yX8nS9n0uZ70OrnUYpkyW	deadmau5	chill	2019-01-25	day	Electronica	mau5trap
spotify:track:44DNdvGOtPcV30Qk1HR9uN	deadmau5	Clockwork	2009-12-10	day	Progressive House	Songbird
spotify:track:0epGkNwnuz7CDD48oV0bHZ	deadmau5	Closer	2012-01-01	day	Progressive House	mau5trap
spotify:track:5DWv7kCrTCX39LqimcaOhY	deadmau5	COASTED	2019-11-22	day	Progressive House	mau5trap
spotify:track:5MBQArXZAJZlJ9xBoxjl7w	deadmau5	Coelacanth I	2014-01-01	day	Dance / Electro Pop	Virgin Records Ltd
spotify:track:7cSAMi3u8IQDOmTUK1fNkT	deadmau5	Coelacanth II	2014-01-01	day	Dance / Electro Pop	Virgin Records Ltd
spotify:track:4myN5GE4ib55vr1lUjwBZc	deadmau5	Creep (Alt. Version)	2017-03-03	day	Electronica	mau5trap
spotify:track:1YjHhjD2ZHrilHnMGTh5qv	deadmau5	Creep	2014-01-01	day	Electronica	mau5trap
spotify:track:0YTncYSKRQ4RDT74irOJtt	deadmau5	Cthulhu Sleeps	2010-01-01	day	Dance / Electro Pop	Virgin Records
spotify:track:3wYSViGgjRUK38Dqh83Y5p	deadmau5	end	2019-01-25	day	Electronica	mau5trap
spotify:track:6D9Gafh8zP7RUha5DLvkWN	deadmau5	Everything Before	2010-01-01	day	Dance / Electro Pop	Virgin Records
spotify:track:1KVrHVbZrD2aE8PS8lmOB7	deadmau5	FALL	2019-11-29	day	Progressive House	mau5trap
spotify:track:1MJ0WXFroNxA9q2qFmh2E7	deadmau5	Faxing Berlin (Original Mix)	2006-10-25	day	Progressive House	Play Records
spotify:track:2c9lhIne48A8RH9fpEXFlj	deadmau5	FML	2009-01-01	day	Dance / Electro Pop	Mau5trap/Virgin
spotify:track:5LZDSp62T8EAYyuyCcHnAl	deadmau5	Fn Pig	2012-01-01	day	Dance / Electro Pop	Parlophone
spotify:track:111zgSTqpYuYcc72gpwr2y	deadmau5	GG	2018-11-16	day	Progressive House	mau5trap
spotify:track:2vg2Xi9tkV71zt0Snasjfx	deadmau5	Gula	2014-01-01	day	Progressive House	mau5trap
spotify:track:4ZkdFj5vG6uxkLMPOUUWKS	deadmau5	HR 8938 Cephei (Original Mix)	2011-01-01	day	Progressive House	Parlophone
spotify:track:1aWqinIEM2zsnThYPs3edj	deadmau5	Hyperlandia	2021-11-19	day	Dance / Electro Pop	mau5trap
spotify:track:0WzpqM6GqbVm6zQ2qeqDEW	deadmau5	Imaginary Friends	2016-12-02	day	Progressive House	mau5trap
spotify:track:3LDSvSZjF1RI4hLIhzNSHj	deadmau5	Infra Turbo Pigcart Racer	2014-01-01	day	Dance / Electro Pop	Virgin Records Ltd
spotify:track:4mI9bUd6yKi5mX40qYfetv	deadmau5	Maths	2012-01-01	day	Dance / Electro Pop	Parlophone
spotify:track:1fZegy85XHLCvanMmpTP6e	deadmau5	Mercedes	2014-01-01	day	Dance / Electro Pop	Virgin Records Ltd
spotify:track:3iX4gxfTGH6XQ5Y0Wl12MQ	deadmau5	midas heel	2019-01-25	day	Electronica	mau5trap
spotify:track:0H7epBAr4BMdBl5NGnUuRr	deadmau5	Moar Ghosts 'n' Stuff	2009-01-01	day	Dance / Electro Pop	Mau5trap/Virgin
spotify:track:6YGUgXFD0HuxDUEZMcFVpK	deadmau5	My Pet Coelacanth	2014-01-01	day	Dance / Electro Pop	Virgin Records Ltd
spotify:track:5rtXelI2ZRBCpTGgstkGY2	deadmau5	nosedive	2019-01-25	day	Electronica	mau5trap
spotify:track:0rWEkMZhwIyjdvo1PosBmv	deadmau5	Not Exactly	2009-09-02	day	Progressive House	mau5trap
spotify:track:2vPlEZrLXYhZkMzEFyfroi	deadmau5	Nyquist	2018-07-13	day	Electronica	mau5trap
spotify:track:0RwiVl8S1BFgRgu4YK5w9m	deadmau5	October	2012-01-01	day	Progressive House	Parlophone
spotify:track:1DC0cRNfVspL9CxiB4KEJO	deadmau5	Pets	2014-01-01	day	Dance / Electro Pop	Virgin Records Ltd
spotify:track:1mFYMlekzcNVTjklAGG9yQ	deadmau5	Phantoms Can't Hang	2014-01-01	day	Dance / Electro Pop	Virgin Records Ltd
spotify:track:6Qng1hawspj0ddyexe0IHV	deadmau5	Polaris	2017-03-24	day	Electronica	Violet Music
spotify:track:5eXAwRzk8mBnLilhGLVLOF	deadmau5	Polyphobia	2019-02-01	day	Mainstage	mau5trap
spotify:track:7v0yRCfTlMVbFtQkvHZASS	deadmau5	Raise Your Weapon (Noisia Remix)	2011-01-01	day	Dance / Electro Pop	Parlophone
spotify:track:0F539Pcn7LDa2MbBhDe3Tw	deadmau5	Raise Your Weapon	2010-01-01	day	Dance / Electro Pop	Parlophone
spotify:track:2dgs42huy1icFQJelUjDKu	deadmau5	Right This Second	2010-01-01	day	Dance / Electro Pop	Virgin Records
spotify:track:0NYLmWSEs8L1TkfYzOsnDa	deadmau5	SATRN	2019-11-15	day	Progressive House	mau5trap
spotify:track:2JjwR5GK8XZE0ZOiL1VBOf	deadmau5	Saved	2016-08-05	day	Progressive House	mau5trap
spotify:track:4V1q7bisMd8yw75aHyVZhX	deadmau5	Silent Picture	2014-01-01	day	Dance / Electro Pop	Virgin Records Ltd
spotify:track:0rdp0PuJUfn7AMJiLUWXix	deadmau5	Slip	2009-09-02	day	Progressive House	mau5trap
spotify:track:1N31Wy2PWz5HvCzMbff3mO	deadmau5	Snowcone	2016-12-02	day	Trap / Wave	mau5trap
spotify:track:0FhMTf89gOBbFboNHmkXAH	deadmau5	So There I Was	2009-09-02	day	Progressive House	mau5trap
spotify:track:7q3aKYrhCbTnxdRZ6xmkC6	deadmau5	Some Chords	2010-01-01	day	Dance / Electro Pop	Virgin Records
spotify:track:3wDhTopU0VOhT2WOjxXiiJ	deadmau5	Sometimes Things Get, Whatever	2009-09-02	day	Deep House	Uxoa Dutxa Elite
spotify:track:76FD6RO2ts24Ekv9scRc8Q	deadmau5	Somewhere Up Here	2014-01-01	day	Dance / Electro Pop	Virgin Records Ltd
spotify:track:1sgyYCbGhkX3auLHCQ825G	deadmau5	Strobe	2009-01-01	day	Progressive House	Virgin
spotify:track:4cf2TCyoKhGChtxt1wImWA	deadmau5	Suckfest9001	2013-01-01	day	Progressive House	mau5trap
spotify:track:2uM8EuKY4FjY8n2JcENJfM	deadmau5	Superliminal	2012-01-01	day	Dance / Electro Pop	Parlophone
spotify:track:2h4Xmog1rqpesbGe3hmQVC	deadmau5	Terrors In My Head	2014-01-01	day	Dance / Electro Pop	Virgin Records Ltd
spotify:track:6XmLwx2FpuY4k2u77Uai7C	deadmau5	The 16th Hour	2009-01-01	day	Progressive House	mau5trap
spotify:track:7rwgvDDkdHTBMAruB2Lr3Z	deadmau5	There Might Be Coffee	2012-01-01	day	Dance / Electro Pop	Parlophone
spotify:track:4V5LPHyAOcUERXXD2NngT5	deadmau5	Three Pound Chicken Wing	2016-12-02	day	Electronica	MartyParty Music
spotify:track:19K51efGAGo1vjJNEbSnaP	deadmau5	Where My Keys?	2011-09-22	day	House	mau5trap
spotify:track:6hK0irlXHoN9DeflWvkmKy	deadmau5, ATTLAS	bad at titles	2017-03-24	day	Techno (Peak Time / Driving)	mau5trap
spotify:track:3Gypwxzrov1uVkswB7sSSy	deadmau5, Chris James	The Veldt (8 Minute Edit)	2014-11-24	day	Dance / Electro Pop	Parlophone
spotify:track:14HVpSRZSmH2T9p6Wba7EH	deadmau5, Chris James	The Veldt (Original Mix)	2012-01-01	day	Dance / Electro Pop	Parlophone
spotify:track:5LGznfM9svwsoveWAsWSbi	deadmau5, Chris Lake	Faxing Berlin (Chris Lake Remix)	2017-01-16	day	Progressive House	Play Records
spotify:track:0sXWq8leY2aaowjy43l98n	deadmau5, Chris Lake, Michael Woods	I Said (Michael Woods Remix)	2010-01-01	day	Dance / Electro Pop	Virgin Records
spotify:track:7fI68tGykUE5DosLnVASDA	deadmau5, Colleen D'agostino	Seeya	2014-06-24	day	Progressive House	mau5trap
spotify:track:6QkitDS4vS6jejcBT01Bv2	deadmau5, Fehrplay	Fehrplay Remix (Fehrplay Remix)	2014-10-27	day	Progressive House	Rising Music
spotify:track:5Xfsi8oeFBaVNs75XbrOKM	deadmau5, Foster The People	Hyperlandia (feat. Foster The People) (Club Mix)	2021-11-19	day	Dance / Electro Pop	Big Beat Records
spotify:track:6sxDe87etUDtY31ahvkKHJ	deadmau5, Grabbitz	Let Go (Extended Edit)	2016-12-02	day	Dance / Electro Pop	mau5trap
spotify:track:4dbsPcWY5GDx7SnMx1he3N	deadmau5, Grabbitz	Let Go (Grabbitz Edit)	2017-12-08	day	Dance / Electro Pop	mau5trap
spotify:track:5gCGQlfEofp2Zxz5ZjJAa9	deadmau5, Grabbitz	Let Go	2016-12-02	day	Dance / Electro Pop	mau5trap
spotify:track:7kSYKuoXjk2RC3iRYyWAat	deadmau5, i_o	Imaginary Friends (i_o Remix)	2019-01-04	day	Techno (Peak Time / Driving)	mau5trap
spotify:track:2edcAWwKM7SQajsFGP0edC	deadmau5, Kaskade	I Remember	2009-01-01	day	Progressive House	mau5trap
spotify:track:7EroGeDg1uteOaQ45Ftfiz	deadmau5, Kaskade, John Summit	I Remember (John Summit Remix)	2023-07-07	day	Dance / Electro Pop	mau5trap
spotify:track:0OF3QjQkUyhMqvnFHN7XC3	deadmau5, Kiesza	Bridged By A Lightwave (Alternative Mix)	2021-01-22	day	Dance / Electro Pop	mau5trap
spotify:track:0h2Wm6enU22ajl3YmVHPbM	deadmau5, Kiesza	Bridged By A Lightwave	2021-01-22	day	Dance / Electro Pop	mau5trap
spotify:track:05OUNj7yQ6TBTQ4YZib8zv	deadmau5, Lights	drama free	2018-11-16	day	Electronica	mau5trap
spotify:track:4vHg28nw6O3Kp0d61Wi1si	deadmau5, Marco Demark, Casey Barnes	Tiny Dancer (Deadmau5 Extended Remix)	2008-02-01	day	Progressive House	Cubrik
spotify:track:7BLU6II2pyB1c1r2jEjWk9	deadmau5, Matt Lange	superbia (ov) (Matt Lange Remix)	2019-10-04	day	Melodic House & Techno	mau5trap
spotify:track:3NTjsNfsZ7Rdy0yIIbYIEE	deadmau5, Mr. Bill	10.8	2018-11-16	day	Electronica	mau5trap
spotify:track:1vO4RYFcl85oihu00zVsEK	deadmau5, Pig&Dan	gula (ov) (Pig&Dan Remix)	2019-10-04	day	Melodic House & Techno	mau5trap
spotify:track:19GGgU1bwsgH8bVezH3qDS	deadmau5, Rinzen	acedia (ov) (Rinzen Remix)	2019-10-04	day	Electronica	mau5trap
spotify:track:4ua0IepBEISCWwF8dTJvcU	deadmau5, Rob Swire	Ghosts 'n' Stuff	2009-01-01	day	Dance / Electro Pop	Mau5trap/Virgin
spotify:track:4WkLyrueqyBQRAifCV0Ind	deadmau5, Rob Swire	Monophobia (Extended Mix)	2018-07-13	day	Progressive House	mau5trap
spotify:track:5W5K3zpDX9yhhGOc0Hvvl4	deadmau5, SHOTTY HORROH	Are You Not Afraid	2019-02-01	day	Electronica	mau5trap
spotify:track:6up8VZjgXqptykibKod32m	deadmau5, SHOTTY HORROH	Legendary	2017-08-25	day	Trap / Wave	mau5trap
spotify:track:1cKJcH2bxbcWblTLzSvmcv	deadmau5, Sian	SATRN (Sian Remix)	2020-03-13	day	Mainstage	mau5trap
spotify:track:4hyygOxYRr9vV2v4Wlkz9J	deadmau5, SOFI	One Trick Pony	2010-01-01	day	Dance / Electro Pop	Virgin Records
spotify:track:1klMdOiawDp93BwvSaYghi	deadmau5, SOFI	SOFI Needs A Ladder	2010-01-01	day	Dance / Electro Pop	Virgin Records
spotify:track:1QuAY1eYz1Vl0R9ZSvQc81	deadmau5, SOFI, Pig&Dan	SOFI Needs A Ladder (Pig&Dan Remix)	2014-11-24	day	Techno (Peak Time / Driving)	mau5trap
spotify:track:19DcjoKl2YWtrJaME3BxTJ	deadmau5, Spencer Brown	fn pig (ov) (Spencer Brown Remix)	2019-10-04	day	Melodic House & Techno	mau5trap
spotify:track:5ufaAwg46yyNGdgkDz987H	deadmau5, Tinlicker	luxuria (ov) (Tinlicker Remix)	2019-10-04	day	Melodic House & Techno	mau5trap
spotify:track:1M0Cde2kvsCD8rna9rlnS6	deadmau5, Wolfgang Gartner	Animal Rights	2010-01-01	day	Dance / Electro Pop	Virgin Records
spotify:track:2EFjA0bQbpIseUlPHCeIil	deadmau5, Wolfgang Gartner	Channel 42	2012-01-01	day	Mainstage	mau5trap
spotify:track:1syOM2IlIO2zVfSSfNxXuh	deadmau5, Wolfgang Gartner	Channel 43 (Extended Mix)	2021-01-08	day	Mainstage	mau5trap
spotify:track:0TFGZTLzOf4VgbUktnuSV8	Dee Montero, Meliha	In The Wild (Extended Mix)	2018-01-26	day	Melodic House & Techno	Anjunadeep
spotify:track:33yQhByUCMYnRlr5wByNLE	Deep Dish	Quincy	2014-01-01	day	Tech House	Virgin EMI
spotify:track:2M8q52iy5qxH9cjWvkcqML	Deeparture, Dan Soleil	Let's Remember	2022-03-22	day	Melodic House & Techno	This Never Happened
spotify:track:56cBJjwX7hK4Mt8azLvt6H	Deeper Purpose	Party Diva (Extended Mix)	2022-09-23	day	Tech House	Experts Only
spotify:track:7h46DL9nfTCyl7OhStxeD6	Deeplomatik	In Da House (Extended Mix)	2022-05-13	day	Deep House	PHXBLK
spotify:track:1mHdnrcPMlhwFqMrsS9Kbx	Dele Sosimi Afrobeat Orchestra, Laolu	Too Much Information (Laolu Remix (Edit))	2015-12-25	day	Afro House	Innervisions
spotify:track:7tU5JvCfG0t3PHG7mchPjv	Delerium, Sarah McLachlan, Tiësto	Silence (feat. Sarah McLachlan) (DJ Tiësto's in Search of Sunrise Remix)	2003-12-15	day	Trance (Main Floor)	Nettwerk
spotify:track:1jJiM8kiIRSZ95xhLmoQZr	Delta Heavy, Koven	FEEL	2021-06-16	day	Drum & Bass	UKF
spotify:track:0pcFsOq2tH5K0NmbSINzet	Denis Horvat, Lelah	Noise	2019-03-22	day	Melodic House & Techno	Afterlife Records
spotify:track:4euEvn1jjxEqY9AOXCwR1y	Deniz Bul	Fata Morgana	2022-05-27	day	Techno (Peak Time / Driving)	FCKNG SERIOUS
spotify:track:3GgXI2C3vPBpH0LlzuzIb8	Denney	Empire	2018-11-09	day	House	FFRR
spotify:track:7LNwrv1sIY9ukF9tTPtYKT	Denney, Gorge, Nick Curly	Lies (Gorge & Nick Curly Remix)	2023-02-17	day	Deep House	8Bit
spotify:track:0R8dsqbzcoHoqUN5MLWyOi	Dennis Ferrer	Hey Hey	2010-07-23	day	House	Defected
spotify:track:0SOBlTIiTRE5wuah86eR1t	Dennis Ferrer, Riva Starr	Hey Hey (Riva Starr Paradise Garage Club Mix)	2020-03-20	day	House	Defected
spotify:track:2gJKKQbQnlkSETAYH0aVuc	Dennis Quin, Edwin Oosterwal	Without You	2021-03-26	day	Deep House	Rejected
spotify:track:1O6uOI8krqO5ChKCDpj09A	Depeche Mode	Enjoy the Silence (Timo Maas Extended Remix)	2004-10-25	day	Dance / Electro Pop	Venusnote Ltd.
spotify:track:3q4x3JBiD7agsWjQ3VZuGo	Der Dritte Raum, Boris Brejcha	Hale Bopp (Boris Brejcha Remix)	2018-10-19	day	Melodic House & Techno	Harthouse
spotify:track:6EYMBJMHV0zyf31EakEHBW	dEVOLVE	Running Up That Hill	2022-06-22	day	Progressive House	TURNT Music Media
spotify:track:0qgsMUDdzqzqKu5xbpDddn	Dick Johnson	Senegal	2017-11-03	day	House	Industry Standard
spotify:track:45w3Dq2i7LX9oRmlSNCbF5	Didrik Thulin, Kygo	Dancer (Kygo Remix)	2013-12-17	day	House	Cr2 Records
spotify:track:34IBzeWblAz08GTPDDOT9d	DIM KELLY	Nocturna Animal	2021-10-15	day	Organic House / Downtempo	All Day I Dream
spotify:track:3DDBqDPYQJDKQQ1j7wJAUV	Dino Maggiorana, T78	Underground (T78 Remix)	2018-12-03	day	Techno (Peak Time / Driving)	Funk'n Deep Black
spotify:track:5hmcw6bW5V24CvJqsz87We	Diplo, SIDEPIECE	On My Mind	2020-03-05	day	Bass House	Higher Ground
spotify:track:3ruSBJtsa5dVwbIl7miXBw	Diplo, SIDEPIECE, Purple Disco Machine	On My Mind (Purple Disco Machine Remix)	2020-05-01	day	Nu Disco / Disco	Higher Ground
spotify:track:0pI1I3LwZRXOz1NjmTPQxj	Dirty Channels, Danny Russell	Watchin Out (Dirty Channels vs. Danny Russell)	2018-07-27	day	House	Athens Of The North
spotify:track:13G1EIwR6yz6OH140hADiM	Dirty Vegas, CamelPhat	Days Go By (CamelPhat Remix)	2019-08-16	day	Progressive House	Toolroom
spotify:track:5WTQ7dZjF9pGvGgSea1e6Y	Disciples	Mastermind	2015-11-07	day	Deep House	FFRR
spotify:track:5Xc74Dn1ZKH6H8XaVGOHXG	Disciples	On My Mind	2017-02-17	day	House	FFRR
spotify:track:3MJWJb6jox2z4W3rb8G8y6	Disclosure	In My Arms	2021-08-20	day	House	Disclosure
spotify:track:1SU92PvmDTowaZGmo5oI82	Disclosure	When A Fire Starts To Burn	2013-06-03	day	House	Universal-Island Records Ltd.
spotify:track:7ANO3LRdvefIongRYm5Smz	Disclosure, AlunaGeorge	White Noise	2013-06-03	day	House	Universal-Island Records Ltd.
spotify:track:0csz09qS2n8Jo7LogHKu7j	Disclosure, Eko Roosevelt	Tondo	2020-08-28	day	Dance / Electro Pop	Universal-Island Records Ltd.
spotify:track:51ODNNDZm21HU7wI7cccRr	Disclosure, Sam Smith	Latch	2013-06-03	day	House	Universal-Island Records Ltd.
spotify:track:0XOxESLhXI78qiuyLiw7ia	Divolly & Markward, Amadou & Mariam	Bamako (Extended Mix)	2020-02-17	day	House	SONO Music
spotify:track:6mdmWOshyJBHiFyZJ9YZRz	DJ Delicious, Till West	Same Man (Vocal Club Mix)	2006-09-15	day	House	Phunkwerk
spotify:track:41XyAPNMCRglIDXCMRnHRo	DJ Dove	Cuttin (Extended Mix)	2021-01-08	day	Tech House	Caballero Recordings
spotify:track:3u61HbjKFCOFhuI4xxpJAw	DJ Fresh, Rita Ora	Hot Right Now (Camo & Krooked Remix)	2012-02-13	day	Drum & Bass	La Musique Fait La Force
spotify:track:2rL6RiorPm6fWSEFUNX8cF	DJ Gigola	Stream State	2023-02-03	day	Techno (Peak Time / Driving)	Live From Earth Klub
spotify:track:3Mmv1bkfa1yqayLKmbXjSM	DJ Gregory	Tropical Soundclash	2017-12-08	day	House	Defected
spotify:track:0dPFoeSIGtXdADvYLyNb8t	Dj Kone, Marc Palacios	Sat & Sun (Original Mix)	2019-11-18	day	House	Cube Recordings
spotify:track:5YzBL3vkQnp3JbeDRRSbSQ	DJ Koze	Pick Up	2018-05-04	day	House	Pampa Records
spotify:track:3HJzvVDuib5jRXfhJ0MV3F	DJ Kuba, Neitan, Skytech, Wh0	Dancing (Wh0 Festival Remix)	2021-09-17	day	Funky House	SPINNIN' RECORDS
spotify:track:1sq2c9imVEasf4IqpuiEjr	DJ Lukas Wolf	Check My Heart (Radio Version)	2016-02-10	day	Deep House	Lounge Bazar
spotify:track:4gz4vDSsSOpNJaxpaw4asT	DJ Misjah, DJ Tim, i_o	Access (i_o Remix)	2020-03-13	day	Techno (Peak Time / Driving)	Armada Music
spotify:track:3h9g9jiwVYrQB1prx5eSEB	Dj Panda Boladao, Fatima Yamaha	What A Girls To Do	2020-09-12	day	House	Magnetron Music
spotify:track:3W9WEIQ1D8mIIWoS4iw5oQ	DJ PP, Gabriel Rocha	Soul Train (Original Mix)	2021-09-03	day	Jackin House	PPMUSIC
spotify:track:5KomYZlwp9TUlVLRrEObHy	DJ Wady, Patrick M, Erik Hagleton, CamelPhat	No Time for Hulk (Camelphat Re-Fix ((Erik Hagleton 2018 Vocal Edit))	2018-02-09	day	Tech House	Cr2 Records
spotify:track:5R3GYz2S7vv5VrtR4GoFJh	DJ Zombi, Mollono.Bass	French Toast (Mollono.Bass Remix)	2023-02-02	day	Organic House / Downtempo	3000 Grad Records
spotify:track:6JU6B3alhgZNNBTsgfMDAp	Djuma Soundsystem	Les Djinns	2004-01-07	day	Mainstage	Audiomatique Recordings
spotify:track:3rWSVB8ImDF3x1P22txCPe	Dole & Kom	Together Onetime	2019-07-19	day	Nu Disco / Disco	Bar 25 Music
spotify:track:58wLMDD4RqAkzcPT3btlyF	Dole & Kom, Butch	Together Onetime (Butch Remix)	2021-11-26	day	House	Bar 25 Music
spotify:track:6ctFMN8mLVqE8VOm8uNwj4	Dom Kane	Tunnel Run	2019-06-07	day	Techno (Peak Time / Driving)	mau5trap
spotify:track:01fVbxyW9y2oKdXvg56uE5	Dombresky	Soul Sacrifice	2019-01-24	day	Tech House	Process Records
spotify:track:77eJSMNYSqeZdhiOHDPaK6	Dominica	Gotta Let You Go (Club Mix)	1994-01-01	day	House	Altra Moda
spotify:track:5hVAk39jFzjiYUPULpKkel	Dominica	Gotta Let You Go (Original '95 Club Mix)	1994-01-01	day	House	Altra Moda
spotify:track:1o4fh5viAo0ajgYs1IpqCP	Dominik Eulberg	Die Dunkle Biene	2023-02-24	day	Melodic House & Techno	Ritter Butzke Records
spotify:track:6XGGVqdwaMUL6ck7WmdOV5	Dominik Eulberg	Goldene Acht	2019-09-06	day	Electronica	K7 Records
spotify:track:3R0Et3SS6eO5VgpZGpnTaU	Don Diablo, Dave Thomas Junior	Silence (feat. Dave Thomas Junior)	2017-02-06	day	Dance / Electro Pop	SPINNIN' RECORDS
spotify:track:2zMJN9JvDlvGP4jB03l1Bz	Donna Summer	Hot Stuff	1979-04-25	day	Dance / Electro Pop	RCA Records Label
spotify:track:2VrACyTBNCprOxzx6xWZVP	Donna Summer, Rollo Armstrong, Sister Bliss, Faithless	I Feel Love (Rollo & Sister Bliss Monster Mix)	1995-01-01	day	Dance / Electro Pop	Mercury Records
spotify:track:0dscjPnInOtKkdqvnoXZ8m	DONT BLINK	VIBRATION (Extended Mix)	2020-10-30	day	Tech House	Sink or Swim
spotify:track:5Guw03xn5d4aHQD8BrUBhj	Dosem	Just In Time (Original Mix)	2018-04-13	day	Tech House	Toolroom
spotify:track:153U1fhgUdWnIdm7cz54rJ	Dosem	Pleasures	2020-09-25	day	Melodic House & Techno	Anjunadeep
spotify:track:4HCa812GRB5lJoUPOOk6sL	Double Disco	Ocean (Radio Edit)	2022-07-22	day	Melodic House & Techno	Gold Skies Records
spotify:track:6eyjbykZ2dBBJnFkyqsmCf	Double Touch	Woolfie	2021-10-08	day	Organic House / Downtempo	TRYBESof
spotify:track:79b6pe9ecV33Pxi4yAQAIc	Dua Lipa, Horse Meat Disco	Love Again (Horse Meat Disco Remix)	2020-09-11	day	Dance / Electro Pop	Warner Records
spotify:track:2JzErxvclrRRG9bj9dEXR3	Dua Lipa, Purple Disco Machine	Don't Start Now (Purple Disco Machine Remix)	2020-01-10	day	Dance / Electro Pop	Warner Records
spotify:track:1YH44fWmAxt0BulTbDE6MT	Dualities, Solar State, Gia Koka	Crazy In Love	2023-02-16	day	Dance / Electro Pop	Soave
spotify:track:0qN5ilZ92dfDrw2ZK1uvpR	dubspeeka	Primary K293	2015-01-26	day	Techno (Peak Time / Driving)	Drumcode
spotify:track:6Uc6yEJR5Vdy0SB3kc7ise	Duke Dumont, A*M*E, Skream	Need U (100%) (feat. A*M*E) (Skreamix)	2013-03-29	day	Dance / Electro Pop	EMI
spotify:track:6yPRobIUUZkAg87R8las1c	Dunmore Brothers, Ayaba Poetic	Step Closer (Extended Mix)	2021-04-08	day	House	Snatch! Records
spotify:track:00n7wN0flnH48KVwQOms7A	Durante	Once Again (Edit)	2019-07-26	day	Deep House	W&O Street Tracks
spotify:track:4kBtHYLnb5FQuR0OFZDqTB	Durante	Soul Spiral (Extended Mix)	2022-04-15	day	Melodic House & Techno	Armada Music
spotify:track:6NWAAl3Awelh8I7cs4ud2w	Durante, PaulWetz	Evaporate ft. PaulWetz (Edit)	2019-07-26	day	Deep House	W&O Street Tracks
spotify:track:3u9HjeTRf00U09CV5cLjDz	Dusky	Hildegard	2021-11-05	day	Melodic House & Techno	17 Steps
spotify:track:0ZrXNuryJ6FYjww6jU6RUm	Dusty Kid	Kollera	2019-10-11	day	Techno (Peak Time / Driving)	Filth on Acid
spotify:track:5jUbmkU6rjKGsynCNZEct2	Dusty Kid	Sysma (Original Mix)	2017-03-27	day	Techno (Peak Time / Driving)	Suara
spotify:track:0yWFTglDXm8Hykct16RE7j	Earth n Days	Everything (Original Mix)	2020-02-28	day	House	There Was Jack
spotify:track:0w1YLCxsO7EzfwfrNB6c9m	Earth n Days	Just Be Good To Me	2020-02-21	day	House	HouseU
spotify:track:1GOBCz6moyBQF28YSrNQbm	Earth n Days	Soulshakin' (Original Mix)	2020-04-03	day	House	HouseU
spotify:track:79JSToI1qAr4VJeYIn9Wyo	Earth n Days, Roog	Everything (Roog's Discofied Radio Edit)	2021-04-09	day	House	There Was Jack
