uri	artists	track_title	release_date	release_date_precision	genre	record_label
spotify:track:2rbFCyg6s9D2ex0mMxwzdJ	The Drill	The Drill	2005	year	House	RH2
spotify:track:0P4eZ0TAfoz6O2IW1UC0oq	The Ian Carey Project, Matrix & Futurebound	Get Shakey (Matrix & Futurebound Nip & Tuck Remix)	2009-11-16	day	Drum & Bass	Viper Recordings
spotify:track:6WeTfeEIhErTT9VL2maoKB	The Midnight, PROFF	Kids (PROFF Dub Remix)	2019-09-27	day	Progressive House	Monstercat Silk
spotify:track:7sKQGyH1dUErn1Z24BUZ29	The Midnight, PROFF, Soultorque	Days Of Thunder (PROFF pres. Soultorque Remix)	2017-08-14	day	Drum & Bass	Monstercat Silk
spotify:track:1nJwqD7S0yVMNWrjzyUBV8	The Policy	Yefja	2021-03-05	day	Melodic House & Techno	[PIAS] Holland
spotify:track:07YtrpCQJ5hIrz8DIKWgMH	The Prototypes, Ayak	Under	2015-05-17	day	Drum & Bass	Viper Recordings
spotify:track:5UJegVmminlxe2u9dz6jBH	The Rocketman, VE/RA, 3rd Dale Universe	Love & Peace	2023-02-10	day	Techno (Peak Time / Driving)	NA
spotify:track:7H8uYqn53ik9o8i6adEtqZ	The Shapeshifters	Lola's Theme Recut (Radio Edit)	2017-05-12	day	House	Glitterbox Recordings
spotify:track:5l1RaiuYKyZu54clACy05X	The Shapeshifters	Lola's Theme Recut	2017-05-12	day	House	Glitterbox Recordings
spotify:track:7EhxI9sye0f3Ga1HTrfjZw	The Shapeshifters	Lola's Theme	2004-01-01	day	Nu Disco / Disco	Glitterbox Recordings
spotify:track:2uSfoUCylfFPKbBcUV0n4Y	The Shapeshifters, Purple Disco Machine	Lola's Theme Recut (Purple Disco Machine Remix)	2017-05-12	day	Nu Disco / Disco	Different
spotify:track:1otmOO4ilwTSIUDBnR6wCF	The Source & Candi Staton, The Source, Candi Staton, Now Voyager	You Got The Love (New Voyager Radio Edit)	1996-01-01	day	Electronica	React
spotify:track:4nQkNmJJWnFIRsbIMeIrlX	The Source, Candi Staton	You Got The Love (New Voyager Radio Edit)	1996	year	Electronica	React
spotify:track:5Az42BE25R5fzSUsRCdtOI	The Sugarhill Gang	Rapper's Delight	2000-01-01	day	Trap / Wave	Sanctuary Records
spotify:track:2x9r2c229qzO4sMI68cR2d	The Supermen Lovers, Mani Hoffman	Starlight (Dub Version)	2001-01-01	day	House	Lafesse Records
spotify:track:5luWJxS799LLp2e88RffUx	The Supermen Lovers, Mani Hoffman	Starlight	2001-01-01	day	House	Lafesse Records
spotify:track:2fMVYkGdVqrKjSNTY7KzT1	The Temper Trap	Sweet Disposition (Axwell & Dirty South Remix)	2009-10-11	day	Trance (Main Floor)	New State Music
spotify:track:4X5Gsi8jQ5nPgr0aacNRp2	The Temper Trap, Cristoph	Sweet Disposition (Cristoph Remix)	2019-09-20	day	Progressive House	Infectious Music
spotify:track:3qOuySPLpVyBXLuTNMgbRj	The xx, Jamie xx	On Hold (Jamie xx Remix)	2017-09-13	day	House	Young
spotify:track:0QZPScR6cSRhc1mozNWUKe	The-Prophecy, T78, ROBPM	Jam Master (T78 & ROBPM Remix)	2019-03-18	day	Techno (Peak Time / Driving)	Autektone Records
spotify:track:3QcqkrUkhGqYnG1Z1XMhPN	THEMBA	Who Is Themba?	2018-06-08	day	Afro House	Herd
spotify:track:03zjxa5V9uthURPMceutEi	THEMBA, Lizwi, Dense & Pika	Izindlu (Dense & Pika Remix)	2022-04-01	day	Melodic House & Techno	Armada Music
spotify:track:3mSpyjsEAdxzb4xRS0a5zB	Thomas Hoffknecht	RTCH (Mutation Edit)	2019-12-16	day	Techno (Peak Time / Driving)	Micro.Fon
spotify:track:36hzBKnGt9KjW54gr3ZBnK	Thomas Schumacher	Golden Hour	2019-05-10	day	Techno (Peak Time / Driving)	Electric Ballroom
spotify:track:3mdap2EJvA7MJR988IDL0g	Thomas Schumacher	Stella	2017-12-01	day	Techno (Peak Time / Driving)	Noir Music
spotify:track:20wwlbUXPg6aemiecsXX0E	Thomas Schumacher	Unconfused	2017-09-22	day	Techno (Peak Time / Driving)	Noir Music
spotify:track:7Lxp1abupYtTGU50LFpxO1	Thomas Schumacher	Wake Up	2018-03-16	day	Techno (Peak Time / Driving)	Electric Ballroom
spotify:track:4LzKG4IAv5YsiS8wntP0E0	Thomas Schumacher, Victor Ruiz	Apollo	2016-01-18	day	Techno (Peak Time / Driving)	Electric Ballroom
spotify:track:1SQ6d1ubQC8odKtMRBKGWL	Thomas Schwartz, Fausto Fanizza	A Tale of Redemption	2022-02-04	day	Melodic House & Techno	Poesie Musik
spotify:track:6KaugkZhMW9ZAdQPpbZLjq	Tim Baresko, Mark Knight	Llego La (Mark Knight Extended Mix)	2021-10-15	day	Tech House	Toolroom Trax
spotify:track:2c2uSilY2qo1iTiBZGEfpK	Tim Deluxe, Sam Obernik	It Just Won't Do (Club Mix)	2011-11-28	day	House	Get Human
spotify:track:0KsoAc21eXJiDaccgoo8A3	Tim Green	Lune	2022-10-28	day	Organic House / Downtempo	All Day I Dream
spotify:track:4SErnGGqWKWguljxnMNLg6	Tinlicker	Dream With Somebody	2018-07-02	day	Progressive House	Armada Electronic Elements
spotify:track:5K5CvZolPrlzOIvo080rAI	Tinlicker	Fractal	2019-09-27	day	Progressive House	Anjunabeats
spotify:track:1SJsKYhiDRLLddBnGzGgbW	Tinlicker	Just To Hear You Say	2022-01-11	day	Progressive House	Anjunadeep
spotify:track:6bbURWEZl7c6p6WTqwEsno	Tinlicker	Less Than a Minute	2019-01-11	day	Melodic House & Techno	mau5trap
spotify:track:3ElJuZPmBGeyZotv1yrusW	Tinlicker	Light Beam	2022-02-18	day	Progressive House	Anjunadeep
spotify:track:7FN2DD0MiiXoadvyMmsyX7	Tinlicker	Sleepwalker (Extended Mix)	2020-06-26	day	Melodic House & Techno	Anjunadeep
spotify:track:3NlfHct1PDIhrDA4vsp5w6	Tinlicker	Watching Over You (Extended Mix)	2021-05-14	day	Melodic House & Techno	Anjunadeep
spotify:track:1jjLFzaAec8xV0Nv2NuyEh	Tinlicker, Dosem	Hypnotised (Extended Mix)	2021-08-03	day	Progressive House	Anjunadeep
spotify:track:4Xz2mxHREzWiEr0AyCJuU6	Tinlicker, Hero Baldwin	Rebirth	2022-02-18	day	Progressive House	Anjunadeep
spotify:track:2kT43VeafgvFkmJEdqUpae	Tinlicker, Ian Urbina	The Tide	2020-04-03	day	Melodic House & Techno	Armada Music
spotify:track:6JvhFIys7EyhMBiCaClEeW	Tinlicker, Jamie Irrepressible	You Take My Hand	2022-04-11	day	Progressive House	Anjunadeep
spotify:track:3uvfxpOixHqWdwpFfJb48F	Tinlicker, Nathan Nicholson	Be Here and Now	2021-10-08	day	Progressive House	Anjunadeep
spotify:track:1LVnm7eAB3sTW86CGvWFnn	Tinlicker, Nathan Nicholson, Helsloot	Be Here and Now (Helsloot Remix)	2022-05-10	day	Melodic House & Techno	Anjunadeep
spotify:track:07HY5hUkV10FJhgVfkzu5b	Tinlicker, Robert Miles	Children (Extended Mix)	2020-09-25	day	Trance (Main Floor)	Smilax Records
spotify:track:1Roz7FfvXU50hWjdjEPvDo	Tinlicker, Solomon Grey	Choir To The Wild	2022-12-16	day	Dance / Electro Pop	Virgin
spotify:track:3jIbokCsLlHwAOJzVei7QL	Tinlicker, Thomas Oliver	Need You (Extended Mix)	2019-09-13	day	Progressive House	Anjunabeats
spotify:track:4sngCtq1NrVGF2WRAsUSmJ	Tinlicker, Thomas Oliver	Nothing Without You (Extended Mix)	2018-01-19	day	Deep House	Anjunadeep
spotify:track:15TLw2bVV7vGl8A4j8rU7R	Tinlicker, Thomas Oliver	Nothing Without You (Tinlicker Rework)	2018-10-12	day	Deep House	Anjunadeep
spotify:track:46X9WB1b42Wbtzqaw1MRbi	Tinlicker, Thomas Oliver	Soon You'll Be Gone (Vocal Mix)	2022-10-04	day	Progressive House	Anjunadeep
spotify:track:16xRP8s8vNATHRhxtlfJ6v	Tinush	Struggle (Extended Mix)	2018-03-23	day	House	Astrx
spotify:track:5PJzGnEX31TiEuEANLj240	Tinush, Franky Rizardo	Struggle (Franky Rizardo Sunset Mix)	2018-06-22	day	House	Astrx
spotify:track:3MZn5KmUMFz31N2HalT6yz	Tiësto	"Traffic (Original 12"")"	2003	year	Mainstage	Magik Muzik
spotify:track:23x1l5fneuI3tfw52NftWH	Tiësto, BT	Love Comes Again	2009-07-22	day	Mainstage	Nettwerk
spotify:track:3bnla8QwheGOI2AtfWOES1	Tiësto, Solardo, Poppy Baskcomb	I Can’t Wait (feat. Poppy Baskcomb)	2022-12-09	day	Progressive House	Musical Freedom
spotify:track:6Udrwc08dKaaSsRADq0vQw	Tocadisco, Goom Gum	Morumbi (Goom Gum Remix)	2021-07-02	day	Melodic House & Techno	Toca45 Recordings
spotify:track:5bExqqlQbWM7LWeOK1ZzCR	Todd Terry, Fancy Inc, Jocelyn Brown, Martha Wash	Something Going On 2022 (feat. Martha Wash & Jocelyn Brown)	2022-04-01	day	Dance / Electro Pop	Good Company
spotify:track:0nNivblRlEvI6Q8rxlvV9z	Tom Demac	Serenade	2019-04-05	day	Melodic House & Techno	Kompakt
spotify:track:5KTHurbkWElVh4KkOmGn7S	Tom Flynn, Amp Fiddler	The Future	2018-12-21	day	Deep House	DIRTYBIRD
spotify:track:5snyhxAh55A2wlNRH7VVZJ	Tom Odell, Zwette	Another Love (Zwette Edit)	2013-09-27	day	Deep House	ITNO/Columbia
spotify:track:2NTwzrps8beXf5UPWJsc18	Tommy Baynen	Four Rocks	2021-01-22	day	Progressive House	Colorize (Enhanced)
spotify:track:1jpEZg8AgwHlflBYytMq1i	Toni Alvarez, Miguel Do Reis, M. Fukuda	Pump Up The Swag (M. Fukuda Remix)	2023-01-13	day	Tech House	Eclipse Recordings
spotify:track:1cKvom0orVIGR4a2dB9Jpm	Tonja Holma	All Night	2021-07-16	day	Progressive House	Pryda Presents
spotify:track:414U1ewyB28i6ccT2RMf1Y	Tonja Holma	Global	2017-11-27	day	Progressive House	Pryda Presents
spotify:track:6AfbxPttyS3Ju9YHEva3M2	Tonja Holma	Loco	2017-11-27	day	Progressive House	Pryda Presents
spotify:track:2f91PJ1qILriRWsAVgIVVn	Tonja Holma	Spanish Delight	2017-11-27	day	Progressive House	Pryda Presents
spotify:track:0ygjmQb3J6GPdqfSOr8lPH	Tonja Holma	Trippleton	2017-11-27	day	Progressive House	Pryda Presents
spotify:track:7ntQCOSDaLD1sGVJ1l2N06	Tony Romera, Asdek, Karina Ramage	All I Know	2023-01-13	day	Indie Dance	Universal Music Division Virgin Records
spotify:track:47uHKBfsct67tjtU4cXn8o	Toolate Groove, Reda	Keep Me Satisfied	2021-06-11	day	House	Happiness Therapy
spotify:track:4siMTRzFfe2zuZDjRU3OFm	Torren Foot	More Life	2020-05-01	day	Tech House	Club Sweat
spotify:track:01MVkK3S4nqZnVEJOOBIP8	Touchtalk	Aura	2022-05-06	day	Indie Dance	Ritual
spotify:track:3jXFcetzElRysrL04m9ruG	Travis Emmons, Brett Rubin, William Trice	Grapevine	2021-03-04	day	Deep House	Spacedisco Records
spotify:track:296mPMQavmf1vvxYrUvLN8	trentemøller	Moan (Trentemoeller Remix)	2007	year	Tech House	Poker Flat Recordings
spotify:track:0XthGw1hBV9mpqolSMLQ4E	Tryger	Sandstorm (Extended Mix)	2021-11-05	day	Progressive House	Siona Records
spotify:track:0ikhyMXGBKSx8Yb18h7prS	Tube & Berger	Imprint of Pleasure	2013-02-11	day	Electronica	Deepalma
spotify:track:6hizzLN6GI5rWUWX2EiKR0	Tube & Berger, Goatchy	All I Want (feat. Goatchy)	2020-11-06	day	Melodic House & Techno	AFTR:HRS
spotify:track:3MyPGRAE1eXKoGDnBIzYjG	Twins Project, Space 92	Bass In Your Face (Space 92 Remix)	2020-04-10	day	Techno (Peak Time / Driving)	Perfekt Groove Recordings
spotify:track:0m902KgphfY1cKdWmxNGPX	Two Door Cinema Club, Purple Disco Machine	Bad Decisions (Purple Disco Machine Remix)	2016-10-28	day	Nu Disco / Disco	Nice Life/Atlantic
spotify:track:1Yla79GC4UfZ7CBJAaxZdH	Two Pauz	Annientamento	2020-03-27	day	Techno (Peak Time / Driving)	Nectar Records
spotify:track:1OSFYVv17WKn2F6gg0OGGq	Tømas Sinn	No Words (Original Mix)	2021-01-29	day	Techno (Peak Time / Driving)	Phobiq
spotify:track:0G5zJre3gJbG0Wylq73bn5	U.V.P	Home	2021-05-24	day	Drum & Bass	NA
spotify:track:1no1RWIahrxPdcHH9uRvGk	Ultra Naté	Free (Mood II Swing Extended Vocal Mix)	1997	year	House	Strictly Rhythm
spotify:track:5RC9olve1FVs1bnIneatm8	Ultra Naté	Free	1998-04-27	day	House	Strictly Rhythm
spotify:track:0meBIiYs9Cjz8MKMmuBrJH	Ultra Naté, Roland Clark	The First Time Free (Claptone Remix)	2016-10-21	day	House	Defected
spotify:track:0IGOSvMMFsLVYvUfXqKHjD	UMEK	Distinct Operator (Original Mix)	2020-08-07	day	Techno (Peak Time / Driving)	1605
spotify:track:6oi5tAfAUSHqBn51oUiwe8	UMEK	Percussionix (Mix 1)	2018-05-04	day	Techno (Peak Time / Driving)	Intec
spotify:track:7HtFUTdBBNBoak7VQJu1Gi	UMEK	Specific Flavour	2018-10-19	day	Techno (Peak Time / Driving)	Filth on Acid
spotify:track:2qQusCcWR2A9Q6lK5Uz6bw	UMEK, Cosmic Boys	Evolution (Original Mix)	2020-03-27	day	Techno (Peak Time / Driving)	1605
spotify:track:35srDPAXdiKkvkI8EYHDhH	UMEK, Sam WOLFE	Mind of One (Original Mix)	2023-05-05	day	Techno (Peak Time / Driving)	1605
spotify:track:3WKeEpL4Ldqb4l8LH3m66l	Ummet Ozcan	Continuum	2023-02-17	day	Dance / Electro Pop	OZ Records
spotify:track:2K48FsGIl9TxnVczLnIGL7	Ummet Ozcan	Kalimba	2023-04-28	day	Dance / Electro Pop	OZ Records
spotify:track:4tYVfzE1VJSR2kjpMYFP7K	Uncloak, Morttagua	Hollow (Morttagua Remix)	2019-06-10	day	Progressive House	Timeless Moment
spotify:track:7EQB2FqzJRf3EqZ33KUH1d	Undercatt	Britannia	2018-04-20	day	Melodic House & Techno	Diynamic
spotify:track:7xQYVjs4wZNdCwO0EeAWMC	Underworld	Born Slippy (Nuxx)	2014-01-01	day	Techno (Peak Time / Driving)	UMC (Universal Music Catalogue)
spotify:track:4mt20W2orOjy7lXkL1o4Pv	Uto Karem	Bang Bang	2022-11-04	day	Techno (Peak Time / Driving)	Agile Recordings
spotify:track:1SI6ZoGCm032hH7ifvnSVm	Valentín Huedo, Igor Marijuan	Neo	2021-11-12	day	Organic House / Downtempo	All Day I Dream
spotify:track:4m9cOytBaO9Wxw5ZFmpT4k	Valley (ESP)	Last Question	2021-05-07	day	Techno (Peak Time / Driving)	Bloody Moon Records
spotify:track:5Ur5aWgrcSUbnZqnzP3QIT	Vanilla Ace, Saison	Get It On (Saison Remix)	2017-06-02	day	House	Blockhead Recordings
spotify:track:3wfJZ8CxJEgvYb27S52awQ	Veracocha, Ilan Bluestone	Carte Blanche (Ilan Bluestone Remix)	2021-08-13	day	Trance (Main Floor)	Armind (Armada)
spotify:track:0hz9lCgIKOtZthsP2JTPAL	VER:WEST, Tiësto	5 Seconds Before Sunrise	2020-07-17	day	Melodic House & Techno	AFTR:HRS
spotify:track:4aoT4eYesZWIwifnIFRgcs	VER:WEST, Tiësto	Elements Of A New Life	2021-07-16	day	Melodic House & Techno	AFTR:HRS
spotify:track:2jwxVmUqXWsMpROLqujbsx	Victor Ruiz	Dying Of The Light (Victor's Interstellar Remake)	2017-09-04	day	Techno (Peak Time / Driving)	Sprout
spotify:track:77DdPcZAgdV7fvLf2peo7o	Victor Ruiz	Nimbus	2019-05-27	day	Techno (Peak Time / Driving)	Drumcode
spotify:track:20VFx37ra7uckovWY6oq4f	Victor Ruiz	Pura Vida	2022-10-14	day	Techno (Peak Time / Driving)	VOLTA
spotify:track:2BNCaFbXwjmdkhcnffuFW6	Victor Ruiz	Surrender	2022-09-02	day	Techno (Peak Time / Driving)	Factory 93 Records
spotify:track:6BaQEqUuo6R1RISio9U5T3	Victor Ruiz	Touch The Darkness	2023-04-21	day	Techno (Peak Time / Driving)	VOLTA
spotify:track:1QlulWcVWashf1RO4qGtg2	Victor Ruiz, Thomas Schumacher	Apollo II	2018-09-21	day	Techno (Peak Time / Driving)	Electric Ballroom
spotify:track:6lGPSz3y7gAOo4RO9cFZE3	Victor Ruiz, Thomas Schumacher	Tumbleweed	2017-07-14	day	Techno (Peak Time / Driving)	Electric Ballroom
spotify:track:6pB2YpyooKBao791pVNCtw	Victor Ruiz, Thomas Schumacher	Wonder	2018-09-21	day	Techno (Peak Time / Driving)	Electric Ballroom
spotify:track:594IKwMSPXFmKjKB1QbWiv	Vince Watson, Carl Craig	Holographic (Carl Craig's Ride or Die Anthem)	2021-11-19	day	Techno (Raw / Deep / Hypnotic)	Everysoul
spotify:track:22MfEGdH3Noyx9GfyZWpFz	Vintage Culture, Bhaskar, Meca, The Vic	Tina	2023-03-10	day	Tech House	Higher Ground
spotify:track:74NEpDDRmuJDgIj9ziPm1W	Vintage Culture, Elise LeGrow	It Is What It Is (feat. Elise LeGrow) (Club Mix)	2020-12-04	day	House	Defected
spotify:track:20dSSd0dBDPtVnQJ1X5HM1	Virtual Self, Raito	Ghost Voices (Raito Remix)	2018-04-06	day	Techno (Peak Time / Driving)	Virtual Self
spotify:track:67f8otnk5sTumw5FjGZFCH	Volaris	Slow Motion (Extended Mix)	2022-08-12	day	Dance / Electro Pop	Experts Only
spotify:track:5YNfbxb7pn7NZhoVraIcco	Volaris	Tygar	2022-09-02	day	Melodic House & Techno	Sola
spotify:track:2dqmfG8IwZwbLfOBq0FkwS	warner case	feel it yah	2021-09-24	day	House	Headroom Records
spotify:track:7AkdM5ErBGorSpL6JxjSBC	WEISS, Purple Disco Machine	Feel My Needs (Purple Disco Machine Extended Mix)	2018-08-17	day	House	Toolroom
spotify:track:0JpaAR4SEzw78UagQV97ie	Westend	Perfect (Extended Mix)	2021-11-12	day	House	D4 D4NCE
spotify:track:1Y3yJHrBkkfj3GZKv1MVhF	WhoMadeWho, Rampa	Abu Simbel	2021-03-04	day	Melodic House & Techno	Cercle Records
spotify:track:5uuJruktM9fMdN9Va0DUMl	Wild Cherry	Play That Funky Music	1976	year	Nu Disco / Disco	Epic/Legacy
spotify:track:7EFPdC1CjrFzadsAld2eJ3	Will Clarke	Hallelujah	2020-04-10	day	Tech House	All We Have Is Now
spotify:track:5LzzIzprFkBx0LAAmr654D	WILL K	Sun Is Dark (Extended Mix)	2022-03-31	day	Bass House	HEXAGON
spotify:track:0d4C1pp4WUWohgjjqpjPS8	William Kiss	Enigma	2019-07-29	day	Techno (Peak Time / Driving)	Renesanz
spotify:track:1MHi91VKtRALu7GIAPhQt1	Wood, Ben Böhmer	Irs13 (Ben Böhmer Remix)	2017-08-24	day	Melodic House & Techno	Embassy One
spotify:track:4myWKDCd3rESnuDlo9WSqB	Worakls	Adagio for Square (Club Mix)	2015-08-14	day	Melodic House & Techno	Hungry Music
spotify:track:4B4vJppxKZTnqb6qyS6e8h	Worakls	Bleu	2013-08-09	day	Deep House	Parquet Recordings
spotify:track:1CxkJzZB7IDqE5HtevW6JT	Worakls	By the Brook	2019-03-08	day	Electronica	Hungry Music
spotify:track:7kyiQ2oxgT0XX8yhzBWE6t	Worakls	Cloches	2019-03-08	day	Electronica	Hungry Music
spotify:track:6C6ImAnEqg4XQL4Msgo5w0	Worakls	Elea	2014-08-22	day	Electronica	Hungry Music
spotify:track:5G04a8o6Ta2MzLlrH4QdQN	Worakls	Entrudo	2019-03-08	day	Electronica	Hungry Music
spotify:track:4aAPW97U3nrnELAknGdV2L	Worakls	Inner Tale	2019-03-08	day	Electronica	Hungry Music
spotify:track:76Uea9JzqkVJhMXAWHT2WW	Worakls	Mellotron	2016-07-01	day	Dance / Electro Pop	Hungry Music
spotify:track:0QN5omDLKQj8Mdg3cajMuN	Worakls	Nocturne	2017-02-24	day	Dance / Electro Pop	Hungry Music
spotify:track:77cHi3HzlrS8XDgue2WT8y	Worakls	Porto	2014-02-18	day	Melodic House & Techno	Hungry Music
spotify:track:2uTPHrN8zqYnHUb6Wuz1FC	Worakls	Salzburg	2014-08-22	day	Progressive House	Hungry Music
spotify:track:0sYcjK5OsztfAO3bfuqIdk	Worakls	Sanctis	2017-09-15	day	Progressive House	Hungry Music
spotify:track:5NuS3ktpMOyhfO8CrUqQhB	Worakls	Toi	2015-02-13	day	Tech House	Hungry Music
spotify:track:6zDoJPNO6ma2VPaRhNQOKe	Worakls, Ben Böhmer, Eivør	Red Dressed (Ben Böhmer Remix)	2021-10-29	day	Melodic House & Techno	Hungry Music
spotify:track:3PpMfZDmJRjsiUCUwYPFqT	Worakls, Boris Brejcha	Toi (Boris Brejcha Remix)	2016-03-11	day	Tech House	Hungry Music
spotify:track:2YHBLz2mq7CkvK1nUoVIyx	Worakls, Rodriguez Jr.	Nikki (Rodriguez Jr. Remix)	2021-10-29	day	Melodic House & Techno	Hungry Music
spotify:track:3naiqom8GQRxWh0GMz6Jiv	Worakls, Sofiane Pamart	By the Brook (Sofiane Pamart Remix)	2021-10-29	day	Melodic House & Techno	Hungry Music
spotify:track:0ZGqJnbgoKo4M2G2yRA5qT	Yan Cook	Pauk	2016-08-01	day	Techno (Raw / Deep / Hypnotic)	Planet Rhythm
spotify:track:5HexTiFznk9l0KMEJq54AI	Yeadon	Face The Sun	2021-02-19	day	Progressive House	10 Steps North
spotify:track:0Z6WEszqUUnQX0sl22WLmr	Yello, Oliver Nelson	Out Of Sight (Oliver Nelson Remix)	2020-09-11	day	Dance / Electro Pop	Perfect Havoc
spotify:track:127JViK6OVyiUMMqsrutgF	Yotto	Flares (Extended Mix)	2021-07-01	day	Melodic House & Techno	Odd One Out
spotify:track:4crU4KMHG15M2PaUOEK4Dv	Yotto	Just Over	2023-02-02	day	Melodic House & Techno	Odd One Out
spotify:track:04VUSnVGQeLgbq5JkQIV7e	Yotto	Nova (Extended Mix)	2019-08-20	day	Techno (Peak Time / Driving)	Odd One Out
spotify:track:5mqOf0Ayk7L3EbfvoC5Ujc	Yotto, Booka Shade	Encounters	2023-02-02	day	Techno (Peak Time / Driving)	Odd One Out
spotify:track:4NzA8ZgGtyCNAzLwuutsMj	Yotto, Joris Voorn	Walls (Joris Voorn Extended Mix)	2019-03-08	day	Melodic House & Techno	Anjunadeep
spotify:track:4cYzfwTLc11l8eB2iQc2yC	Yotto, Laudic	Skin	2022-02-17	day	Melodic House & Techno	Odd One Out
spotify:track:3qhW02v4Yo6d5lPhxE6iZb	Yotto, Stephan Jolk	New Era	2021-03-19	day	Melodic House & Techno	Afterlife Records
spotify:track:0wkiFERzWPoAYvN9K8JPFc	Yousef, Rowetta	When We Were Free	2020-12-11	day	House	Circus Recordings
spotify:track:2b0eZppcdEDh0NvMPHrlgv	Yubik, Massano	Human Aura (Massano Remix)	2022-08-05	day	Melodic House & Techno	Radikon
spotify:track:5w5OfscnXLSloDhBUGIblm	ZAC	Hope Never Lose (Edit)	2022-11-18	day	Melodic House & Techno	Fluxo
spotify:track:1FuzDLB36P5vkEB8Mycm8y	Ze Bastien	Sanctuary	2021-10-29	day	Organic House / Downtempo	NA
spotify:track:1qlXnZMBaCDC8SI1sQJ3U6	ZHU	Faded	2014-04-20	day	Deep House	Mind of a Genius
